"lat","long","year","catch","spp","waterTmpC","TowID"
59.34717,-165.94233,1991,0.1716,"walleye pollock",6.2,"1991_59.34717_-165.94233"
59.34967,-167.96833,1991,7.4541,"walleye pollock",4.2,"1991_59.34967_-167.96833"
59.35117,-170.54167,1991,1.247,"walleye pollock",-9999,"1991_59.35117_-170.54167"
60.14133,-174.395,1991,55.3091,"walleye pollock",0.3,"1991_60.14133_-174.395"
60.16117,-172.30967,1991,1.5995,"walleye pollock",2.3,"1991_60.16117_-172.30967"
60.16383,-173.00633,1991,5.7238,"walleye pollock",1.2,"1991_60.16383_-173.00633"
58.323,-165.91683,1991,7.9255,"walleye pollock",3.6,"1991_58.323_-165.91683"
58.32483,-166.53583,1991,7.7897,"walleye pollock",3.7,"1991_58.32483_-166.53583"
58.96583,-163.34717,1991,1.9739,"walleye pollock",6.3,"1991_58.96583_-163.34717"
58.97233,-177.023,1991,51.5786,"walleye pollock",2,"1991_58.97233_-177.023"
58.98717,-171.784,1991,8.206,"walleye pollock",0.3,"1991_58.98717_-171.784"
59.35233,-172.49433,1991,48.0882,"walleye pollock",0.2,"1991_59.35233_-172.49433"
59.35567,-176.39283,1991,120.4044,"walleye pollock",1,"1991_59.35567_-176.39283"
60.31783,-176.0545,1991,281.2037,"walleye pollock",0.9,"1991_60.31783_-176.0545"
60.318,-172.06983,1991,19.0597,"walleye pollock",-0.2,"1991_60.318_-172.06983"
60.32483,-170.68733,1991,11.1546,"walleye pollock",0.2,"1991_60.32483_-170.68733"
58.325,-169.1145,1991,90.8792,"walleye pollock",1.5,"1991_58.325_-169.1145"
58.32717,-168.46933,1991,82.2983,"walleye pollock",1.5,"1991_58.32717_-168.46933"
58.328,-171.65983,1991,179.5822,"walleye pollock",1.1,"1991_58.328_-171.65983"
58.9915,-164.053,1991,0.0938,"walleye pollock",6.4,"1991_58.9915_-164.053"
58.994,-174.7635,1991,128.374,"walleye pollock",2.2,"1991_58.994_-174.7635"
59.5125,-172.86617,1991,52.6764,"walleye pollock",0.1,"1991_59.5125_-172.86617"
59.51483,-173.5445,1991,159.3107,"walleye pollock",0.8,"1991_59.51483_-173.5445"
60.00833,-175.92733,1991,153.929,"walleye pollock",1.2,"1991_60.00833_-175.92733"
60.017,-177.22283,1991,204.7913,"walleye pollock",0.9,"1991_60.017_-177.22283"
60.01717,-176.71217,1991,129.1399,"walleye pollock",0.9,"1991_60.01717_-176.71217"
60.01733,-167.9535,1991,0.0869,"walleye pollock",6.7,"1991_60.01733_-167.9535"
58.33033,-167.85633,1991,11.6159,"walleye pollock",1.6,"1991_58.33033_-167.85633"
58.33567,-164.04483,1991,5.8764,"walleye pollock",4.5,"1991_58.33567_-164.04483"
58.99467,-176.3015,1991,154.8675,"walleye pollock",3,"1991_58.99467_-176.3015"
58.99533,-164.69667,1991,1.3762,"walleye pollock",5.6,"1991_58.99533_-164.69667"
58.99667,-166.61133,1991,1.5981,"walleye pollock",5.6,"1991_58.99667_-166.61133"
59.59233,-174.42267,1991,129.8614,"walleye pollock",1.2,"1991_59.59233_-174.42267"
59.64217,-167.29017,1991,1.1423,"walleye pollock",5.2,"1991_59.64217_-167.29017"
59.64283,-173.2735,1991,170.1164,"walleye pollock",0.6,"1991_59.64283_-173.2735"
60.3125,-174.63167,1991,15.9072,"walleye pollock",-0.3,"1991_60.3125_-174.63167"
58.336,-170.4125,1991,39.2068,"walleye pollock",0.2,"1991_58.336_-170.4125"
58.33733,-171.01483,1991,222.3715,"walleye pollock",0.5,"1991_58.33733_-171.01483"
58.99767,-175.74733,1991,230.5975,"walleye pollock",1,"1991_58.99767_-175.74733"
58.99867,-172.41967,1991,150.7995,"walleye pollock",1.1,"1991_58.99867_-172.41967"
59.65133,-165.94617,1991,1.0865,"walleye pollock",7.4,"1991_59.65133_-165.94617"
59.65317,-171.90583,1991,0.7563,"walleye pollock",-1,"1991_59.65317_-171.90583"
60.0075,-169.97017,1991,51.6969,"walleye pollock",-9999,"1991_60.0075_-169.97017"
58.3475,-172.93367,1991,185.5264,"walleye pollock",1.7,"1991_58.3475_-172.93367"
58.35117,-165.32083,1991,2.9142,"walleye pollock",3.8,"1991_58.35117_-165.32083"
59.001,-165.938,1991,4.1881,"walleye pollock",5.7,"1991_59.001_-165.938"
59.0015,-168.53733,1991,15.7135,"walleye pollock",3.2,"1991_59.0015_-168.53733"
59.00967,-169.191,1991,18.9616,"walleye pollock",2.5,"1991_59.00967_-169.191"
59.65433,-169.28333,1991,57.1734,"walleye pollock",2.5,"1991_59.65433_-169.28333"
59.6545,-166.64567,1991,1.101,"walleye pollock",8,"1991_59.6545_-166.64567"
59.66183,-169.9255,1991,23.592,"walleye pollock",-9999,"1991_59.66183_-169.9255"
60.0185,-170.63033,1991,6.0541,"walleye pollock",-0.1,"1991_60.0185_-170.63033"
60.12517,-173.745,1991,38.6168,"walleye pollock",-0.6,"1991_60.12517_-173.745"
58.35283,-167.19467,1991,21.7516,"walleye pollock",3.3,"1991_58.35283_-167.19467"
58.35633,-169.745,1991,6.0999,"walleye pollock",-9999,"1991_58.35633_-169.745"
58.38533,-172.29283,1991,577.8314,"walleye pollock",1.5,"1991_58.38533_-172.29283"
59.00983,-173.0835,1991,199.1407,"walleye pollock",1.4,"1991_59.00983_-173.0835"
59.01183,-170.50983,1991,1.46,"walleye pollock",-0.7,"1991_59.01183_-170.50983"
59.662,-168.62867,1991,13.0409,"walleye pollock",-9999,"1991_59.662_-168.62867"
59.66367,-176.52917,1991,83.2757,"walleye pollock",1.1,"1991_59.66367_-176.52917"
59.66583,-172.6005,1991,4.2623,"walleye pollock",-0.8,"1991_59.66583_-172.6005"
57.98633,-160.86433,1991,45.5529,"walleye pollock",3.5,"1991_57.98633_-160.86433"
57.98683,-171.5765,1991,58.5161,"walleye pollock",2.2,"1991_57.98683_-171.5765"
57.99183,-164.02083,1991,5.331,"walleye pollock",4,"1991_57.99183_-164.02083"
58.3905,-174.323,1991,80.0288,"walleye pollock",-9999,"1991_58.3905_-174.323"
58.4025,-163.358,1991,14.4141,"walleye pollock",4.8,"1991_58.4025_-163.358"
59.01217,-167.89317,1991,17.7825,"walleye pollock",4,"1991_59.01217_-167.89317"
59.01483,-171.1315,1991,1.18,"walleye pollock",-0.8,"1991_59.01483_-171.1315"
59.01617,-169.83267,1991,28.0962,"walleye pollock",-9999,"1991_59.01617_-169.83267"
59.66633,-170.59633,1991,3.1126,"walleye pollock",-0.3,"1991_59.66633_-170.59633"
57.99383,-169.06117,1991,127.708,"walleye pollock",2,"1991_57.99383_-169.06117"
57.99683,-166.5255,1991,13.439,"walleye pollock",2.2,"1991_57.99683_-166.5255"
58.60083,-162.71883,1991,0,"walleye pollock",5.3,"1991_58.60083_-162.71883"
58.60817,-173.6335,1991,180.1933,"walleye pollock",2.3,"1991_58.60817_-173.6335"
58.64867,-164.02083,1991,2.4592,"walleye pollock",5.4,"1991_58.64867_-164.02083"
59.01667,-167.243,1991,10.9725,"walleye pollock",4.5,"1991_59.01667_-167.243"
59.01717,-173.72433,1991,684.2888,"walleye pollock",1.8,"1991_59.01717_-173.72433"
59.66833,-171.261,1991,2.2254,"walleye pollock",-0.8,"1991_59.66833_-171.261"
59.67133,-167.95717,1991,13.7141,"walleye pollock",4,"1991_59.67133_-167.95717"
59.67467,-175.12333,1991,145.3276,"walleye pollock",1.6,"1991_59.67467_-175.12333"
57.99783,-165.90883,1991,17.1826,"walleye pollock",2.5,"1991_57.99783_-165.90883"
58.00233,-158.94517,1991,121.2711,"walleye pollock",-9999,"1991_58.00233_-158.94517"
58.00267,-161.48933,1991,72.5281,"walleye pollock",3.4,"1991_58.00267_-161.48933"
58.65267,-166.63667,1991,5.8283,"walleye pollock",4,"1991_58.65267_-166.63667"
58.65833,-165.93817,1991,11.0261,"walleye pollock",-9999,"1991_58.65833_-165.93817"
58.66167,-168.48817,1991,23.0882,"walleye pollock",2.2,"1991_58.66167_-168.48817"
59.018,-165.30883,1991,1.9587,"walleye pollock",5.9,"1991_59.018_-165.30883"
59.0185,-177.56017,1991,24.7002,"walleye pollock",2.6,"1991_59.0185_-177.56017"
59.04217,-174.37667,1991,444.5337,"walleye pollock",2,"1991_59.04217_-174.37667"
59.28733,-173.84733,1991,303.984,"walleye pollock",1.4,"1991_59.28733_-173.84733"
59.6755,-175.8685,1991,66.1604,"walleye pollock",1.6,"1991_59.6755_-175.8685"
59.6755,-173.8445,1991,123.6378,"walleye pollock",0.7,"1991_59.6755_-173.8445"
58.003,-167.18083,1991,44.2742,"walleye pollock",1.5,"1991_58.003_-167.18083"
58.00533,-169.71033,1991,12.324,"walleye pollock",-9999,"1991_58.00533_-169.71033"
58.00833,-167.81283,1991,86.2042,"walleye pollock",2.4,"1991_58.00833_-167.81283"
58.66283,-169.16,1991,26.8738,"walleye pollock",1.6,"1991_58.66283_-169.16"
58.665,-171.71333,1991,661.5944,"walleye pollock",1,"1991_58.665_-171.71333"
58.66583,-170.435,1991,28.4228,"walleye pollock",-0.5,"1991_58.66583_-170.435"
59.308,-163.98733,1991,0.0522,"walleye pollock",11.7,"1991_59.308_-163.98733"
59.31783,-174.30917,1991,761.9329,"walleye pollock",1.7,"1991_59.31783_-174.30917"
59.68167,-177.21617,1991,188.1564,"walleye pollock",2.1,"1991_59.68167_-177.21617"
59.82283,-172.241,1991,0.8013,"walleye pollock",-1,"1991_59.82283_-172.241"
58.00983,-158.313,1991,2.9317,"walleye pollock",4.8,"1991_58.00983_-158.313"
58.0115,-173.49817,1991,129.8603,"walleye pollock",2.9,"1991_58.0115_-173.49817"
58.01267,-164.58633,1991,1.8559,"walleye pollock",3.8,"1991_58.01267_-164.58633"
58.66767,-171.0555,1991,4.2968,"walleye pollock",0.1,"1991_58.66767_-171.0555"
59.321,-176.97617,1991,60.3554,"walleye pollock",2.1,"1991_59.321_-176.97617"
59.321,-169.25217,1991,23.3119,"walleye pollock",2.8,"1991_59.321_-169.25217"
59.8315,-173.5815,1991,68.7276,"walleye pollock",0.2,"1991_59.8315_-173.5815"
58.0135,-172.87283,1991,165.6348,"walleye pollock",2.5,"1991_58.0135_-172.87283"
55.68617,-165.18083,1991,49.3466,"walleye pollock",3.4,"1991_55.68617_-165.18083"
55.68817,-168.1775,1991,2.701,"walleye pollock",-9999,"1991_55.68817_-168.1775"
55.69283,-164.01783,1991,83.4274,"walleye pollock",3.1,"1991_55.69283_-164.01783"
57.65733,-164.6345,1991,12.624,"walleye pollock",2.4,"1991_57.65733_-164.6345"
57.66183,-172.78983,1991,130.1467,"walleye pollock",-9999,"1991_57.66183_-172.78983"
57.664,-168.40883,1991,155.9178,"walleye pollock",3.1,"1991_57.664_-168.40883"
57.66883,-162.692,1991,5.0874,"walleye pollock",-9999,"1991_57.66883_-162.692"
56.34217,-164.57283,1991,314.088,"walleye pollock",-9999,"1991_56.34217_-164.57283"
56.34733,-167.6395,1991,11.5152,"walleye pollock",3.3,"1991_56.34733_-167.6395"
56.3485,-165.21933,1991,153.8716,"walleye pollock",2.1,"1991_56.3485_-165.21933"
56.35433,-168.87933,1991,226.4812,"walleye pollock",3.2,"1991_56.35433_-168.87933"
57.01433,-172.6535,1991,2027.9403,"walleye pollock",3.1,"1991_57.01433_-172.6535"
57.01433,-167.69867,1991,72.8003,"walleye pollock",2.5,"1991_57.01433_-167.69867"
57.01483,-165.21883,1991,42.9733,"walleye pollock",2.1,"1991_57.01483_-165.21883"
55.98367,-165.11033,1991,110.9754,"walleye pollock",3.5,"1991_55.98367_-165.11033"
55.99383,-166.38867,1991,30.8119,"walleye pollock",3.6,"1991_55.99383_-166.38867"
55.999,-164.04617,1991,16.7603,"walleye pollock",1.6,"1991_55.999_-164.04617"
57.67,-164.001,1991,14.8771,"walleye pollock",3.4,"1991_57.67_-164.001"
57.678,-170.9145,1991,220.5051,"walleye pollock",3,"1991_57.678_-170.9145"
57.67817,-165.23433,1991,10.7712,"walleye pollock",1.9,"1991_57.67817_-165.23433"
56.355,-170.70633,1991,341.9909,"walleye pollock",3.6,"1991_56.355_-170.70633"
56.37267,-163.394,1991,22.3898,"walleye pollock",-9999,"1991_56.37267_-163.394"
56.37383,-162.198,1991,33.6175,"walleye pollock",-9999,"1991_56.37383_-162.198"
57.01483,-164.05283,1991,16.274,"walleye pollock",2.6,"1991_57.01483_-164.05283"
57.0175,-160.94883,1991,9.5637,"walleye pollock",3,"1991_57.0175_-160.94883"
57.01783,-167.08183,1991,68.5759,"walleye pollock",2.9,"1991_57.01783_-167.08183"
57.32133,-170.83883,1991,1.6963,"walleye pollock",3.7,"1991_57.32133_-170.83883"
57.32517,-170.19817,1991,0.0623,"walleye pollock",5.4,"1991_57.32517_-170.19817"
57.32517,-167.11817,1991,21.2694,"walleye pollock",3.2,"1991_57.32517_-167.11817"
57.32683,-159.66117,1991,13.3452,"walleye pollock",3.5,"1991_57.32683_-159.66117"
57.681,-160.89767,1991,10.4905,"walleye pollock",3.2,"1991_57.681_-160.89767"
57.68183,-163.31683,1991,15.3866,"walleye pollock",3.5,"1991_57.68183_-163.31683"
56.38533,-169.53817,1991,24.1698,"walleye pollock",3.4,"1991_56.38533_-169.53817"
56.42167,-170.202,1991,95.5235,"walleye pollock",5.5,"1991_56.42167_-170.202"
57.0195,-160.33817,1991,6.0503,"walleye pollock",3.4,"1991_57.0195_-160.33817"
57.02017,-162.8115,1991,2.4866,"walleye pollock",2.3,"1991_57.02017_-162.8115"
57.32917,-168.36883,1991,330.1025,"walleye pollock",2.8,"1991_57.32917_-168.36883"
57.33133,-169.59167,1991,19.7446,"walleye pollock",-9999,"1991_57.33133_-169.59167"
57.33333,-164.595,1991,5.2829,"walleye pollock",1.9,"1991_57.33333_-164.595"
57.68283,-167.79733,1991,47.9942,"walleye pollock",3.4,"1991_57.68283_-167.79733"
57.69083,-169.63483,1991,11.4913,"walleye pollock",-9999,"1991_57.69083_-169.63483"
57.691,-159.01833,1991,45.0455,"walleye pollock",3.7,"1991_57.691_-159.01833"
56.652,-161.583,1991,26.5493,"walleye pollock",2.9,"1991_56.652_-161.583"
56.65383,-166.46217,1991,431.773,"walleye pollock",2,"1991_56.65383_-166.46217"
56.66033,-165.85467,1991,202.0872,"walleye pollock",-9999,"1991_56.66033_-165.85467"
56.6615,-172.56917,1991,336.9355,"walleye pollock",3.4,"1991_56.6615_-172.56917"
57.02083,-170.17433,1991,6.5634,"walleye pollock",5.3,"1991_57.02083_-170.17433"
57.026,-163.35067,1991,5.6137,"walleye pollock",2.8,"1991_57.026_-163.35067"
57.335,-159.04617,1991,23.0744,"walleye pollock",-9999,"1991_57.335_-159.04617"
57.33533,-165.867,1991,118.5222,"walleye pollock",-9999,"1991_57.33533_-165.867"
57.69183,-161.40683,1991,14.9724,"walleye pollock",3.7,"1991_57.69183_-161.40683"
57.69217,-167.12333,1991,98.1764,"walleye pollock",1.7,"1991_57.69217_-167.12333"
56.66217,-171.33317,1991,53.5679,"walleye pollock",3.5,"1991_56.66217_-171.33317"
56.6635,-168.89983,1991,2153.7395,"walleye pollock",2.8,"1991_56.6635_-168.89983"
57.04,-172.05817,1991,35.1201,"walleye pollock",3.3,"1991_57.04_-172.05817"
57.04117,-170.75083,1991,7.9989,"walleye pollock",3.6,"1991_57.04117_-170.75083"
57.33567,-166.486,1991,8.711,"walleye pollock",2.8,"1991_57.33567_-166.486"
57.33933,-158.41417,1991,2.3676,"walleye pollock",4.6,"1991_57.33933_-158.41417"
57.34517,-169.00167,1991,243.1808,"walleye pollock",2.7,"1991_57.34517_-169.00167"
57.738,-172.15017,1991,48.8,"walleye pollock",2.7,"1991_57.738_-172.15017"
57.81733,-170.00567,1991,20.4378,"walleye pollock",1.6,"1991_57.81733_-170.00567"
57.8245,-168.764,1991,116.6962,"walleye pollock",2.7,"1991_57.8245_-168.764"
56.665,-168.3045,1991,335.1886,"walleye pollock",-9999,"1991_56.665_-168.3045"
56.66683,-164.05483,1991,10.2616,"walleye pollock",2.2,"1991_56.66683_-164.05483"
56.67267,-165.2205,1991,88.9422,"walleye pollock",1.7,"1991_56.67267_-165.2205"
57.04267,-173.17317,1991,153.6605,"walleye pollock",3.4,"1991_57.04267_-173.17317"
57.0475,-162.17033,1991,5.2399,"walleye pollock",3,"1991_57.0475_-162.17033"
57.06983,-164.76133,1991,66.897,"walleye pollock",2.5,"1991_57.06983_-164.76133"
57.348,-167.75083,1991,285.4445,"walleye pollock",-9999,"1991_57.348_-167.75083"
57.35,-165.22967,1991,86.5656,"walleye pollock",2.4,"1991_57.35_-165.22967"
57.9475,-163.233,1991,1.3467,"walleye pollock",3.6,"1991_57.9475_-163.233"
57.971,-162.7715,1991,25.9048,"walleye pollock",3.7,"1991_57.971_-162.7715"
57.97367,-160.218,1991,12.2468,"walleye pollock",3.4,"1991_57.97367_-160.218"
56.67483,-170.716,1991,41.4757,"walleye pollock",3.6,"1991_56.67483_-170.716"
56.67533,-170.13683,1991,79.4761,"walleye pollock",3.3,"1991_56.67533_-170.13683"
56.681,-160.42617,1991,14.8374,"walleye pollock",3.4,"1991_56.681_-160.42617"
57.10217,-170.45417,1991,0,"walleye pollock",5.4,"1991_57.10217_-170.45417"
57.13383,-169.9625,1991,0.0144,"walleye pollock",5.9,"1991_57.13383_-169.9625"
57.14883,-169.352,1991,57.9658,"walleye pollock",2.5,"1991_57.14883_-169.352"
57.351,-172.80467,1991,179.875,"walleye pollock",3,"1991_57.351_-172.80467"
57.3565,-162.766,1991,2.8624,"walleye pollock",4,"1991_57.3565_-162.766"
57.69533,-173.40567,1991,16.076,"walleye pollock",3.3,"1991_57.69533_-173.40567"
57.70633,-162.19217,1991,2.9645,"walleye pollock",4.1,"1991_57.70633_-162.19217"
56.68283,-164.58133,1991,54.3965,"walleye pollock",2,"1991_56.68283_-164.58133"
56.68433,-162.79283,1991,20.1562,"walleye pollock",3.2,"1991_56.68433_-162.79283"
57.177,-168.647,1991,883.4429,"walleye pollock",2.6,"1991_57.177_-168.647"
57.28017,-161.54,1991,11.2006,"walleye pollock",3.6,"1991_57.28017_-161.54"
57.3185,-171.41433,1991,34.7422,"walleye pollock",3.1,"1991_57.3185_-171.41433"
57.35683,-172.08817,1991,32.8739,"walleye pollock",2.8,"1991_57.35683_-172.08817"
57.3605,-160.94017,1991,3.7217,"walleye pollock",3.3,"1991_57.3605_-160.94017"
57.36433,-163.33483,1991,10.2796,"walleye pollock",2.7,"1991_57.36433_-163.33483"
57.84283,-170.58867,1991,73.6848,"walleye pollock",1.7,"1991_57.84283_-170.58867"
57.84783,-169.3465,1991,35.8667,"walleye pollock",-9999,"1991_57.84783_-169.3465"
56.68467,-167.707,1991,353.3189,"walleye pollock",2.9,"1991_56.68467_-167.707"
56.69183,-167.05933,1991,271.4439,"walleye pollock",2.3,"1991_56.69183_-167.05933"
56.692,-162.17317,1991,10.8487,"walleye pollock",3,"1991_56.692_-162.17317"
57.32033,-164.02833,1991,2.1258,"walleye pollock",2,"1991_57.32033_-164.02833"
57.376,-162.16017,1991,39.1014,"walleye pollock",3.8,"1991_57.376_-162.16017"
57.38167,-160.20033,1991,23.7445,"walleye pollock",3.5,"1991_57.38167_-160.20033"
57.976,-168.44533,1991,189.9518,"walleye pollock",2.5,"1991_57.976_-168.44533"
57.98183,-170.9055,1991,298.4227,"walleye pollock",2,"1991_57.98183_-170.9055"
56.70067,-159.744,1991,1.9473,"walleye pollock",4.1,"1991_56.70067_-159.744"
56.71683,-160.99217,1991,22.9195,"walleye pollock",3.5,"1991_56.71683_-160.99217"
54.828,-165.528,1991,65.3654,"walleye pollock",3.6,"1991_54.828_-165.528"
54.99517,-165.7465,1991,42.1289,"walleye pollock",4,"1991_54.99517_-165.7465"
54.99767,-166.27633,1991,76.7461,"walleye pollock",3.7,"1991_54.99767_-166.27633"
57.399,-173.30083,1991,5.9649,"walleye pollock",3.3,"1991_57.399_-173.30083"
57.48567,-168.75983,1991,262.3354,"walleye pollock",2.9,"1991_57.48567_-168.75983"
57.506,-169.32983,1991,17.5534,"walleye pollock",2.5,"1991_57.506_-169.32983"
55.9995,-165.80817,1991,23.6617,"walleye pollock",3.7,"1991_55.9995_-165.80817"
56.001,-168.21583,1991,399.0048,"walleye pollock",3.4,"1991_56.001_-168.21583"
56.01367,-167.6235,1991,52.6213,"walleye pollock",3.3,"1991_56.01367_-167.6235"
56.72083,-163.36183,1991,8.2829,"walleye pollock",-9999,"1991_56.72083_-163.36183"
56.755,-171.9335,1991,222.1863,"walleye pollock",3.5,"1991_56.755_-171.9335"
56.8365,-169.28383,1991,15.6269,"walleye pollock",2.5,"1991_56.8365_-169.28383"
55.014,-165.14883,1991,62.6493,"walleye pollock",4.3,"1991_55.014_-165.14883"
55.021,-166.9345,1991,74.5102,"walleye pollock",3.4,"1991_55.021_-166.9345"
57.51083,-170.5975,1991,117.0574,"walleye pollock",3,"1991_57.51083_-170.5975"
57.519,-169.9775,1991,10.2343,"walleye pollock",2.7,"1991_57.519_-169.9775"
56.019,-164.58917,1991,115.6345,"walleye pollock",1.6,"1991_56.019_-164.58917"
56.01983,-162.79767,1991,65.95,"walleye pollock",2.7,"1991_56.01983_-162.79767"
56.029,-167.00817,1991,29.6492,"walleye pollock",3.3,"1991_56.029_-167.00817"
56.84917,-170.43467,1991,36.0299,"walleye pollock",3.5,"1991_56.84917_-170.43467"
56.85,-169.8905,1991,12.2361,"walleye pollock",3.6,"1991_56.85_-169.8905"
56.85383,-168.641,1991,133.6744,"walleye pollock",2.5,"1991_56.85383_-168.641"
55.32217,-165.80383,1991,179.9015,"walleye pollock",3.8,"1991_55.32217_-165.80383"
55.33533,-166.36117,1991,119.394,"walleye pollock",3.7,"1991_55.33533_-166.36117"
55.34683,-166.96117,1991,43.2326,"walleye pollock",3.4,"1991_55.34683_-166.96117"
55.34717,-165.1725,1991,101.2032,"walleye pollock",4.2,"1991_55.34717_-165.1725"
57.627,-158.3735,1991,1.809,"walleye pollock",-9999,"1991_57.627_-158.3735"
57.63867,-160.26733,1991,43.0357,"walleye pollock",3.2,"1991_57.63867_-160.26733"
56.04417,-163.39583,1991,24.1969,"walleye pollock",1.9,"1991_56.04417_-163.39583"
56.06417,-162.2145,1991,21.2748,"walleye pollock",3.3,"1991_56.06417_-162.2145"
56.27367,-160.81867,1991,53.8992,"walleye pollock",5,"1991_56.27367_-160.81867"
56.98283,-168.3385,1991,134.6315,"walleye pollock",-9999,"1991_56.98283_-168.3385"
56.98633,-166.47667,1991,34.5243,"walleye pollock",2.7,"1991_56.98633_-166.47667"
55.35533,-167.53533,1991,337.9929,"walleye pollock",3.4,"1991_55.35533_-167.53533"
55.37583,-164.007,1991,60.5122,"walleye pollock",4.2,"1991_55.37583_-164.007"
55.38217,-163.41433,1991,265.4559,"walleye pollock",4.4,"1991_55.38217_-163.41433"
57.64417,-169.031,1991,81.7145,"walleye pollock",2.7,"1991_57.64417_-169.031"
57.65,-165.88617,1991,95.8525,"walleye pollock",2.5,"1991_57.65_-165.88617"
56.31283,-162.80717,1991,70.8669,"walleye pollock",2.3,"1991_56.31283_-162.80717"
56.32317,-161.67367,1991,10.9164,"walleye pollock",3.8,"1991_56.32317_-161.67367"
56.98783,-161.562,1991,8.7128,"walleye pollock",3,"1991_56.98783_-161.562"
56.988,-159.74633,1991,62.6168,"walleye pollock",3.6,"1991_56.988_-159.74633"
56.994,-165.8505,1991,35.8409,"walleye pollock",1.9,"1991_56.994_-165.8505"
55.383,-164.51633,1991,210.2004,"walleye pollock",4,"1991_55.383_-164.51633"
55.608,-167.56817,1991,61.07,"walleye pollock",3.4,"1991_55.608_-167.56817"
57.65033,-170.24733,1991,52.4827,"walleye pollock",2.1,"1991_57.65033_-170.24733"
57.65467,-159.63683,1991,26.3833,"walleye pollock",3.4,"1991_57.65467_-159.63683"
57.65517,-171.4735,1991,66.5688,"walleye pollock",2.8,"1991_57.65517_-171.4735"
56.32383,-167.02483,1991,29.2681,"walleye pollock",3.4,"1991_56.32383_-167.02483"
56.32683,-166.41417,1991,73.3633,"walleye pollock",3.3,"1991_56.32683_-166.41417"
56.32867,-164.04667,1991,71.7786,"walleye pollock",1.3,"1991_56.32867_-164.04667"
56.99517,-171.40633,1991,637.8254,"walleye pollock",3.1,"1991_56.99517_-171.40633"
57.00033,-168.94533,1991,40.3566,"walleye pollock",2.5,"1991_57.00033_-168.94533"
55.6555,-165.80317,1991,91.9638,"walleye pollock",3.9,"1991_55.6555_-165.80317"
55.6665,-166.38,1991,239.2003,"walleye pollock",3.5,"1991_55.6665_-166.38"
55.6745,-166.99283,1991,115.9517,"walleye pollock",3.4,"1991_55.6745_-166.99283"
55.67583,-164.58333,1991,9.4979,"walleye pollock",2.9,"1991_55.67583_-164.58333"
57.657,-166.503,1991,56.7746,"walleye pollock",2.1,"1991_57.657_-166.503"
56.32883,-165.8025,1991,302.8178,"walleye pollock",2.7,"1991_56.32883_-165.8025"
56.342,-168.2665,1991,58.381,"walleye pollock",3.4,"1991_56.342_-168.2665"
57.001,-159.12417,1991,1.5606,"walleye pollock",4.8,"1991_57.001_-159.12417"
57.011,-169.53983,1991,5.2324,"walleye pollock",3,"1991_57.011_-169.53983"
55.67783,-163.41267,1991,431.4576,"walleye pollock",2.9,"1991_55.67783_-163.41267"
55.682,-162.82283,1991,5.2287,"walleye pollock",4.6,"1991_55.682_-162.82283"
57.65167,-172.80167,1992,587.8974,"walleye pollock",-9999,"1992_57.65167_-172.80167"
57.652,-165.2515,1992,12.0703,"walleye pollock",0.9,"1992_57.652_-165.2515"
57.65383,-168.398,1992,29.825,"walleye pollock",0.7,"1992_57.65383_-168.398"
57.65667,-170.27667,1992,114.7347,"walleye pollock",0.5,"1992_57.65667_-170.27667"
58.00767,-172.23383,1992,249.3685,"walleye pollock",3,"1992_58.00767_-172.23383"
58.00783,-161.48383,1992,89.5528,"walleye pollock",-9999,"1992_58.00783_-161.48383"
58.00983,-167.166,1992,8.1583,"walleye pollock",1,"1992_58.00983_-167.166"
56.6575,-170.11833,1992,386.6398,"walleye pollock",2.4,"1992_56.6575_-170.11833"
56.65933,-162.18083,1992,426.2502,"walleye pollock",1.3,"1992_56.65933_-162.18083"
56.65933,-160.3675,1992,18.5523,"walleye pollock",2.4,"1992_56.65933_-160.3675"
57.008,-172.03317,1992,12.1815,"walleye pollock",4.1,"1992_57.008_-172.03317"
57.00867,-164.60717,1992,9.424,"walleye pollock",-9999,"1992_57.00867_-164.60717"
57.01083,-161.57017,1992,15.0774,"walleye pollock",-9999,"1992_57.01083_-161.57017"
57.01233,-168.95967,1992,207.0725,"walleye pollock",0.7,"1992_57.01233_-168.95967"
57.657,-160.26683,1992,9.4418,"walleye pollock",-9999,"1992_57.657_-160.26683"
57.658,-164.00183,1992,7.0646,"walleye pollock",3.3,"1992_57.658_-164.00183"
57.65817,-167.76683,1992,17.4479,"walleye pollock",0.9,"1992_57.65817_-167.76683"
58.01067,-169.0715,1992,39.0496,"walleye pollock",0,"1992_58.01067_-169.0715"
58.01133,-164.61917,1992,3.9486,"walleye pollock",3.1,"1992_58.01133_-164.61917"
58.0145,-166.51883,1992,49.9518,"walleye pollock",0.8,"1992_58.0145_-166.51883"
56.66017,-170.73017,1992,567.2867,"walleye pollock",5.3,"1992_56.66017_-170.73017"
56.66017,-167.02333,1992,30.7222,"walleye pollock",-0.6,"1992_56.66017_-167.02333"
56.66017,-165.21667,1992,19.1139,"walleye pollock",-0.9,"1992_56.66017_-165.21667"
57.0125,-164.01067,1992,9.8586,"walleye pollock",-0.4,"1992_57.0125_-164.01067"
57.01667,-159.11267,1992,2.6654,"walleye pollock",-9999,"1992_57.01667_-159.11267"
57.12583,-170.47133,1992,0,"walleye pollock",5,"1992_57.12583_-170.47133"
